message ID,message,ingroup_cohesion_manual,positionality,"Explicit comparison to an animal, machine or non-human substance",Moral disgust or indifference,Extreme negative evaluation,Denial of prosocial values and communality,Deindividuated entitative perception,Denial of agency,Dehumanising_outgroup,Confidence,Dehumanising_other,Dehumanising_other_target
828694,"Путіна змусять сісти за стіл переговорів

Вирішальним фактором для цього може стати витіснення Росії з нафтогазового ринку глобального світу

Перед тим, як Росію змусять до переговорів, окупанти намагатимуться отримати хоча б одну перемогу у війні в Україні: ""Головний удар – це Маріуполь і спроба щось зробити в Києві. Тому наша задача – вистояти наступні 7-10 днів"", – зазначив радник очільника Міністерства внутрішніх справ України Вадим Денисенко",1,ukraine_ukrainian,0,0,0,0,0,0.5,0,2,,
366898,"Они не успели сбежать. В здание 72 ЦИПсО, откуда и велась информационная война против России, прошло несколько попаданий и их компьютеры вышли из строя.",0,russia,0,0,0,1,0,0,0.5,2,,
498255,"У деблокований Чернігів прийшов перший потяг із гуманітарною допомогою

""Мене переповнюють емоції, тому що я згадую, як ще кілька тижнів тому ми з командою через Десну на казаночках тихенько о 5 ранку тягали якісь коробки (...) намагалися забезпечити місто всім необхідним"", — розповів голова Чернігівської ОВА

Доброго вечора, ми з України | Підписатись",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
308448,"❗️Новые важные заявления Сергея Лаврова:

🔺 Украина в среду представила новый проект соглашения с Россией, в нем налицо отход от предложений, которые были сделаны в Стамбуле.

🔺 В новом украинском варианте соглашения отсутствует констатация того, что гарантии безопасности Украины не распространяются на Крым и Севастополь.

🔺 Россия не исключает, что Украина будет выдвигать все новые предварительные условия на переговорах, это неприемлемо.

🔺 Россия продолжит переговоры с Украиной, продвигая свой проект соглашения, несмотря на провокации.

🔺 Вашингтон толкает Зеленского на продолжение боевых действий.",0,russia,0,0,0,0,0,0,0,3,,
799362,"💪Ранок в Україні для російської нечисті точно починається не з кави - українські бійці знищили 30 гелікоптерів під Херсоном! 

Підписатись на Факти Україна 🇺🇦",1,ukraine_ukrainian,1,1,1,0,1,0,1,3,,
751308,"Сюрпризы оставленные орками под Киевом. Первые, кто пострадает от этого, это мирные гражданские. Ну не орки ли? Самые настоящие орки.",0,ukraine_russian,1,1,1,1,0,1,1,3,,
831772,"❗️ЄС має намір відмовитися від постачання газу з Росії до 2027 року. Австрія вважає цю мету дуже амбітною.

Про це розповіла австрійський міністр у справах захисту клімату, екології, енергетики, транспорту, інновацій та технологій Леоноре Гевесслер.

Доброго вечора, ми з Києва👋 | Підписатись",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
788835,"📣Эксклюзив для издания The New York Times с Арсеном Аваковым. «Путин уничтожает Киев, Чернигов, Мариуполь, чтобы через гуманитарный кризис давить на украинских военных». 

https://youtu.be/lmHGQ0kD1KY",0,ukraine_russian,0,0,0,0.5,0,0,0,3,,
428207,"В Сумскую область зашло большое количество российских войск с территории РФ, — глава ОВА Живицкий

По его словам, также сформирован коридор, через который происходит постоянное движение военной техники из Киевской и Черниговской областей в обратном направлении на Россию.

То есть, судя по этому сообщению, российские войска, которые выводятся из Киевской и Черниговской областей, перебрасываются не только на Донбасс, на Харьков и к Изюму (как ранее заявлялось), но и в Сумскую область.

Реальная Война",0,ukraine_russian,0,0,0,0,0,0,0,3,,
99098,"Войска ОДКБ вошли в Казахстан, но уже уходят. Кремль так теперь будет бороться с «майданными технологиями» и в странах бывшего СССР? Или это что-то другое?

ДАННОЕ СООБЩЕНИЕ (МАТЕРИАЛ) СОЗДАНО И (ИЛИ) РАСПРОСТРАНЕНО ИНОСТРАННЫМ СРЕДСТВОМ МАССОВОЙ ИНФОРМАЦИИ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА, И (ИЛИ) РОССИЙСКИМ ЮРИДИЧЕСКИМ ЛИЦОМ, ВЫПОЛНЯЮЩИМ ФУНКЦИИ ИНОСТРАННОГО АГЕНТА. 

Президент Казахстана Касым-Жомарт Токаев объявил, что войска ОДКБ начнут покидать страну уже 13 января.

А что это вообще было? Неужели теперь силы ОДКБ будут использоваться для защиты авторитарных режимов в постсоветских странах?

Говорим с Максимом Саморуковым в подкасте «Что случилось».

https://mdza.io/YQBv0Dfp4H8",0,russia,0,0,0,0,0,0,0,3,,
90362,"Сообщается, что в результате боестолкновений погибли 57 украинцев, 169 получили ранения — «Громадське» со ссылкой на Минздрав страны.

В официальных российских источниках подтверждений пока нет.",0,russia,0,0,0,0,0,0,0,3,,
558242,"Основні тези зі звернення Зеленського за підсумками доби 16 березня

🔸 16 березня вдалося звільнити з російського полону мера Мелітополя Івана Федорова.

🔸 Росіянам слід негайно йти геть – поки така можливість ще є. Кожен російський солдат, який складе зброю, отримає шанс – на життя.

🔸 Гуманітарні коридори цього дня, 16 березня, не працювали. Адже російські військові не припиняли обстрілів.

🔸 У блокадному Маріуполі російська авіація цілеспрямовано скинула надпотужну бомбу на драматичний театр у центрі міста. Там ховалися від обстрілів сотні людей.

🔸 Цього дня вкотре закликав (зокрема – у виступі перед Конгресом США) Захід до запровадження безпольотної зони над Україною, та до постачання більшої кількості зброї нам задля захисту.

🔸 Відзначив долучення України до європейської енергомережі: ""Ми йшли до цього десятки років. Нарешті відбулося!""

🔸 Кожному українцю, який втратив свій дім унаслідок бойових дій чи обстрілів, держава відновить усе.

🔸 Тривають переговори з Росією – заради України.

Детально прочитати про звернення можна ТУТ

Підписатися на 24 канал",2,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
560081,"У Дії з'явилося і телебачення!

Зараз Дія TV транслює марафон телеканалів, які об’єднались, щоб 24/7 висвітлювати війну РФ проти України. А згодом там з'явиться дитячий контент, щоб трохи відволікти малечу 😌

Підписатися на 24 канал",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
562043,"🤡 Вождь окупантів в куті

Видання The Economist помістило на обкладинку Путіна, який загнав себе в кут, адже не зміг розфарбувати Україну в червоний колір, і тільки посилив нашу співпрацю з Заходом.

""І що б не сталося, війна чи не війна, Путін завдав шкоди своїй країні"", – мовиться у повідомленні.

24 канал | FB | Insta",1,ukraine_ukrainian,0,0,0,0,1,0.5,0.5,3,,
64559,"❗️Авиация ВСК России уничтожила завод по ремонту головных частей ракет ""Точка-У"" в Днепропетровске

 Минобороны РФ",0,russia,0,0,0,0,0,0,0,3,,
575434,"❗️Другий раунд перемовин України з Росією відбудеться увечері 2 березня.

Про це повідомив радник голови ОПУ Олексій Арестович.

Раніше міністр закордонних справ України Дмитро Кулеба заявив, що Україна не прийматиме жодних ультиматумів з боку країни-агресора.

Склад делегацій - той самий.",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
159739,"Столтенберг заявил, что ""Все признаки указывают на то, что Россия планирует полномасштабное нападение на Украину"". Дату в отличие от прошлого раза называть не стал.
Ну и нельзя не отметить расхождение с Байденом, который не далее как вчера рассказывал, что Путин уже решил напасть на Украину, а по Столтенбергу получается,  что пока только планирует.",0,russia,0,0,0,0,0,0,0,3,,
665476,"Глава Запорожской райгосадминистрации Олег Буряк заявил, что его сына похитили на российском блокпосту в городе Васильевка.

Это случилось во время движения эвакуационной автоколонны, которая шла из Мелитополя в Запорожье еще 8 апреля.

""Мой 16-летний сын уезжал в машине с двумя знакомыми женщинами и тремя малолетними детьми. Все ехали в Запорожье. Колонну автомобилей остановили российские военные и начали подходить к каждой, чтобы проверить, кто и куда едет. Они увидели у моего сына телефон и вытащили его из машины"", – рассказал Буряк. 

""У них есть планшеты, и они нашли, что я являюсь отцом парня. Все это время мы пытались решить вопрос самостоятельно, но не получилось”, - сообщил глава РГА.",0,ukraine_russian,0,0,0,0,0,0,0,3,,
435532,"Волуйский район. Грады, гаубицы и крытые Уралы. Практически на том же месте (50.248492, 37.756265). 

До украинской границы 10 километров.

Реальная Война",0,ukraine_russian,0,0,0,0,0,0,0,3,,
793509,"💪App Store видалив додаток російського «Сбербанк онлайн» 

Програма стала недоступною для скачування та оновлення через санкції. 
Вона продовжує працювати у тих, хто встановив його раніше.

Підписатись на Факти Україна 🇺🇦",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
775575,"Ключевое из выступления Зеленского

❗️Об авиаударах: «Ракетно-бомбовые удары по украинским городам - это признание, что не смогли сделать ничего существенного на нашей земле… Чернигов, Сумы, Николаев удерживают оборону. Одесса. Они хотят разрушить нашу Одессу, но увидят только дно Черного моря».

❗️Украинцы, потерявшие работу из-за войны, получат по 6,5 тыс. гривен от государства.

❗️Даже если вы разрушите все наши соборы и церкви, вы не разрушите нашу веру - в Украину у Бога, у людей. Мы восстановим каждый дом, каждую улицу и каждый город. Вы возместите нам все, что сделали против государства и каждого украинца.
Запомните, безбожники, когда миллионы людей проклинают, вам нечем спасаться

❗️Россиянам: Учите слово ""репарации"" и ""контрибуции"", вы компенсируете все, что сделали против нашей страны, против каждого украинца в полном объеме, а тех, кто погиб - мы не забудем!!!",2,ukraine_russian,0,0,0.5,0,0,0,0,2,,
796233,"⚡️ Військові РФ збільшили свою авіаційну присутність у повітряному просторі України – ЗСУ

Підписатись на Факти Україна 🇺🇦",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
166789,"Первый NOTAM от Минобороны России пошёл, закрывается Азовское море.",0,russia,0,0,0,0,0,0,0,3,,
183428,"ВС РФ ударами вертолетов Ка-52 уничтожили опорные пункты и огневые позиции бронетехники ВСУ.

Экипажи армейской авиации выполнили пуски управляемых и направляемых ракет парами с малых высот.

@opersvodki",0,russia,0,0,0,0,0,0,0,3,,
735581,"⚡Очільник МЗС Туреччини їде на переговори в Росію та Україну.

BLACKLIST IF | Надіслати інфо",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
487089,"И наконец, к действительно важным новостям

В сети разгорается скандал по поводу наличия на прилавках украинских магазинов  «Российского» сыра, автор видео говорит, что сыр на самом деле называется «Тильзитер» и украинцы должны использовать именно это название.

Что думаете?

пост про грандиозные проекты Харькова в 2022 году 👉🏻 здесь

Предложить новость / ХарьковLife",0,ukraine_russian,0,0,0,0,0,0,0,3,,
618184,"👉🇬🇪 В правящей партии Грузии негативно восприняли призыв секретаря СНБО Алексея Данилова к Грузии и Молдавии открыть против России ""второй фронт"".

""Призыв к Грузии начать войну против России не входит в интересы грузинского народа"", - сказал в воскресенье представитель правящей партии ""Грузинская мечта"", председатель парламентского комитета по правам человека Михаил Сарджвеладзе. 

По его мнению, такие заявления ""неправильны и не оправданы"".",0,ukraine_russian,0,0,0,0,0,0,0,3,,
773159,"Похоже, в россии стали понимать реальное положение дел на фронте.
Пропагандисты резко сменили риторику, пытаются оправдать вывод войск из под Киева и других областей. Никто не понимает за что тогда столько погибло солдат и почему их сливают.

В общем, мёд для ушей.
Наслаждайтесь))",0,ukraine_russian,0,0,0,0,0,0,0,3,,
377108,"Служба безопасности Украины назвала заявление Александра Лукашенко о якобы выводе украинских войск к границе с Беларусью «частью информационной войны».

«Манипулятивные заявления прокремлевских политиков и представителей государств-сателлитов РФ о якобы наращивании Украиной «националистически настроенных радикалов» у собственных границ, которые якобы «более алчны, чем военнослужащие НАТО», не соответствуют действительности», - пояснил представитель спецслужбы.",0,russia,0,0,0,0,0,0,0,3,,
235585,"Вице-премьер Украины Ирина Верещук: «Россияне отказываются открыть коридор для гражданских, цинично делая вид, что они не понимают разницу между коридором для сдачи в плен военных и гуманитарным коридором для эвакуации гражданских. Все они понимают. Просто таким образом они пытаются оказывать дополнительное давление на наших военных». 

Ирина Верещук цинично делает вид, что она не понимает разницы между коридором для сдачи в плен, гуманитарным коридором и спасением конкретных людей в конкретной ситуации. Всё она понимает. Просто таким образом она пытается оказать давление на наших военных. 
Ирина Верещук лично и те, кто ей это поручают, не дают людям выйти из «Азовстали», запугивая и шантажируя их. 
Хотите, чтобы люди вышли? Не держите их. И спасёте их жизни.",1,russia,0,0,0,1,0,0,0.5,3,,
718793,"Сьогодні хочу звернутись до вас як спеціаліст з інформаційних технологій, інформаційної безпеки та як спеціаліст з інформаційної розвідки по відкритим джерелам.

Друзі, я так само як і ви вже втомився від новин стосовно можливої війни, від істерії стосовно війни та від усіх інших новин за останній рік (одна з причин чому майже перестав вести канал та пішов з головою у роботу, але зараз не про це).

Я, так само як і ви, не знаю, чи буде війна, не знаю якою вона буде (якщо буде), з якого напрямку русаки захочуть вдарити. Але я точно знаю, що в кожного з вас є можливості, для яких не потрібно мати спеціальних навичок або вищої освіти, тільки трішечки аналітики. Одна з головних речей, якої боїться наш ворог — це інформація. Як і в 2014 році, так і зараз він боїться задокументованих підтверджень своїх злочинів, про які потім будуть складати історичні книжки, документальні фільми та через які потім окупантів судитимуть за військові злочини.

Що потрібно від вас як від цивільних осіб?

1) Шукайте будь-яку інформацію про пересування російських військ у відкритих джерелах. Як це не дивно, але в 2014-2015 роках саме жителі Донбасу, які викладали пости у Твіттері допомогали нашим військовим побачити де знаходяться російські військові, яка в них є техніка та навіть яка в них є зброя. Дуже багато розслідувань проведених звичайними цивільнтми, в яких доводили присутність російських військ на Донбасі були зроблені саме з відкритих джерел. Ця інформація потім була передана міжнародним партнерам, які також підтвердили, що це російські війська. Уявіть скільки життів ви можете врятувати? Певна інформація, яку ви знайдете, вже може бути у наших військових (бо працюють військово-аналітичні центри), але ви всеодно маєте це робити та допомагати збройним силам. Їм це потрібно. Та не заважайте їм! (Особливо тупими запитаннями).

2) Руськіє Ванькі дуже глупі, та багато з них самі хизуються своїми злочинами та присутністю на нашій з вами землі у соц. мережах. Часто само це допомогає задокументувати військове втручання до України. Нехай їх тупість допоможе вам та нашим військовим.

3) Інформація, яка вам дуже потрібна у вашій ініціативі: військова техніка, шеврони, зброя (тип зброї, або щось більш детальне), обличчя окупанта, його сторінки в соц. мережах (його друзі, рідні, особисті дані, якщо можна, то навіть всі його документи), номери на  військовій техніці, номери на гелікоптерах, літаках та ін. Також вам потрібно шукати всю інформацію, яка може допомогти розкрити  розташування ворога. Шукайте все, що може бути корисним, - робіть скріншоти. Чим більше - тим краще.

4) Якщо ви знаходитесь під окупацією, у вас відсутній зв'язок або інтернет (або навіть світло, що вже там), - то тут вже доведеться партизанити та самому документувати всю необхідну інформацію, яку потім вам потрібно буде передати нашим військовим при першій змозі.

Бережіть себе, вірте в наших Воїнів, допомагайте їм, але не заважайте. Найкраще, що ви можете зробити, - зберігати спокій.

P.S. Благаю вас, не сперечайтесь стосовно політики хоча б зараз. Ні з рідними, ні між собою, ні в коментарях в соц. мережах. Єднайтеся навколо спільної проблеми, як ми завжди це робили. Зараз це надзвичайно важливо.",2,ukraine_ukrainian,0,1,1,1,1,1,1,3,,
678871,"В Николаеве из металла подбитой техники врага делают бронепластины

прислать новость 
👉 @niko9_bot
👉ПОДПИСАТЬСЯ",0,ukraine_russian,0,0,1,0,1,0,0.5,3,,
397319,"❗️Киевский режим массово и бесконтрольно раздает жителям автоматическое оружие вплоть до гранатометов. Националисты втягивают мирное население в боевые действия понимая, что это неминуемо приведет к несчастным случаям и жертвам – Минобороны РФ.

@truekpru",0,russia,0,1,0,0.5,0,0.5,0.5,3,,
264720,"CNN тоже прекращает работу в России

Американская телекомпания CNN вслед за другими иностранными средствами массовой информации объявила, что прекращает работу в России. 

Это - реакция на фактически введенный российскими властями запрет на независимое освещение войны на Украине.

""CNN остановит вещание в России. Мы продолжаем оценивать ситуацию и думать о наших дальнейших шагах"", - сообщила в в пятницу пресс-служба компании.

О прекращении работы в России в пятницу объявили BBC, канадская вещательная корпорация CBC, а также агентство Bloomberg. 

Об уходе думают и многие другие иностранные каналы и издания.

В пятницу президент России Владимир Путин подписал срочно принятый Госдумой закон, по которому российские власти могут  сажать журалистов в тюрьму за то, что они, власти, назовут ""фейком"" о действиях российской армии.",0,russia,0,0,0,0,0,0,0,3,,
72398,"🇺🇦🇷🇺Российские военные патрулируют Энергодар в Запорожской области 

Российские военные проводят патрулирование в городе Энергодар в Запорожской области. 

Видео: @vorposte

@anna_news",0,russia,0,0,0,0,0,0,0,3,,
465670,"Новий нищівний удар по економіці окупантів: ЄС впроваджує п’ятий пакет санкцій проти рф:

▪️заборона на імпорт вугілля з Росії - це коштуватиме росії 4 мільярди євро щороку
▪️заборона транзакцій з чотирма ключовими російськими банками - це 23% російського ринку
▪️заборона для російських суден заходити в порти ЄС
▪️заборона російським та білоруським перевізникам в'їжджати на територію ЄС
▪️заборона на експорт напівпровідників, машин та транспортного обладнання
▪️заборона на імпорт російських товарів на 5,5 мільярда євро
▪️заборона рф брати участь у державних закупівлях ЄС, а також російські державні установи позбавлять фінансової підтримки з боку ЄС

Такі рішення вводять у відповідь на звіства рашистів у Бучі. За цей пакет санкцій ще мають проголосувати всі країни блоку найближчими днями

Джерело: голова Єврокомісії Урсула фон дер Ляйєн",0,ukraine_ukrainian,0.5,1,1,1,1,0,1,3,,
675261,"Зеленский на Мюнхенской конференции повторил свою старую шутку на одном из подобных мероприятий.

У него прекратился перевод в наушниках. Он заявил, что это ""кибератака"" и сказал, что ""они (русские) уже здесь"".",0,ukraine_russian,0,0,0,0,0,0,0,3,,
312891,Идёт штурм Харькова! В городе возобновились бои. В небе работают российские Су-34.,0,russia,0,0,0,0,0,0,0,3,,
693714,"Украинский журналист Денис Казанский пишет: ""  В Буче по дворам продолжают находить расстрелянных гражданских. Обнаружили еще три трупа по ул. Ивана Франко. Двое мужчин и женщина. Люди убиты выстрелами в голову. В этом и соседнем дворах дислоцировалось российские солдаты. Все дома разграблены.

С улиц тела уже убрали, но по дворам и посадкам мертвых людей очевидно будут находить еще долго""",0,ukraine_russian,0,0,0,0,0,0,0,3,,
795160,"Інформація від Центр протидії дезінформації при РНБО України

❗️рф продовжує обстрілювати окуповані українські села, вдаючи, що таких обстрілів завдають ЗСУ. Мета - маніпуляція та дискредитація ЗСУ.

Окупанти відганяють свою техніку та здійснюють обстріли з околиць сіл. Після таких атак деякі ""визволителі"" проходять по селу, допомагають людям вибратися з-під завалів, розповідаючи легенду про те, що наступ був від ЗСУ, нібито українські військові з мінометами та кулеметами здійснюють обстріли: «Это же ваши стреляют».

Люди піддаються маніпуляції військових рф, яка полягає у тому, що начебто їх будинки були спалені ЗСУ.

Застерігаємо: українські військові ніколи не здійснюють обстріли по населених пунктах, де дислокуються російські військові, без попередньої перевірки та переконавшись, що знищення ворожої техніки не завдасть шкоди мирному населенню.

Підписатись на Факти Україна 🇺🇦",0,ukraine_ukrainian,0,0,1,0,0,0,0.5,3,,
582221,"⚡️""Через две-три недели закончится наступление. А вместе с ним, вполне возможно, закончится и активная фаза войны, потому что российским войскам больше нечем наступать"", — прогноз Арестовича

По его словам, сейчас РФ собрала предпоследние оперативные резервы. В районе Белгорода — Валуек где-то 15 тысяч войска. ""Но это несчастные, которые вышли из-под Киева, Сум и Чернигова, — у них психология расстрелянных. Они очень не хотят воевать"".

Инсайдер UA  | Подписаться",0,ukraine_russian,0,0,0,0,0,0,0,3,,
701269,"""Без флагмана флот не може існувати""

Слова екс-командуючого ЧФ рф Осіпова, який вже для фсб дає свідчення.

Новини України | Підписатись",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
239289,"Новое эпичное видео от главы Чечни и военкора Р. Кадырова

""Спецподразделения Росгвардии РФ по ЧР продвинулись еще глубже внутрь территории Украины и не встречают ожесточенного сопротивления бандеровцев, о чем рассказывает мой дорогой БРАТ, командир ОМОН ""Ахмат-Грозный"" УФСВНГ РФ по ЧР Анзор Бисаев.

Бойцы регулярно присылают мне видеоотчеты о ходе исполнения приказа Верховного Главнокомандующего. Зачистка территории от преступных элементов бандеровщины идёт согласно план-графику"", - пишет глава Республики.",0,russia,0,1,0,1,1,1,1,3,,
59364,"‼️🇷🇺Президент России присвоил своим указом наименование ""гвардейского"" полку тяжелых бомбардировщиков-ракетоносцев Ту-160 и Ту-95МС. 
Полк базируется на аэродроме Энгельс. 
По имеющимся у нас данным, эти боевые самолёты уничтожили множество объектов ВСУ крылатыми ракетами воздушного базирования.
@RVvoenkor",0,russia,0,0,0,0,0,0,0,3,,
779552,"Тут некоторые нестойкие граждане жалуются, что Россия информационно проигрывает укронацистскому государству. 

На что я повторю то, что говорил ранее, - объективная реальность всегда важнее реальности виртуальной.

Если в Киеве банально заглушить или отключить интернет и мобильную связь - ""интернет войска укронацистского государства"", которым мы ""проигрываем"", прекратят свое существование.

Так что не драматизируйте.

Время симулякров прошло. Пришло время сермяжной правды. )",1,ukraine_russian,0,1,1,1,0,1,1,3,,
738640,"❗️путін намагається зібрати на Донбасі сили, які за чисельністю перевищать українські у співвідношенні 5 до 1, — повідомляє Times

Окупанти перекидаються з усього регіону для вирішальної битви на Донбасі, однак навіть така перевага не гарантує росії перемоги, пишуть у виданні.

Новини України | Підпишись",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
563781,"💩 Орки даже картошку заминировали

Киев — прямая трансляция 👈
Прислать новость",0,ukraine_russian,1,1,1,1,0,1,1,3,,
802437,"🔊Прем'єр-міністр Фінляндії зробила гучну заяву 

💬 Наймолодший прем’єр-міністр у світі, Санна Марін, заявила, що Фінляндія має намір найближчим часом подати заявку на вступ до НАТО. 

📌 Причина такого рішення – потреба у посиленні обороноздатності країни у зв'язку з російською агресією.

Підписатись 👉🏻 Факти Україна 👉🏻 Наші стікери",0,ukraine_ukrainian,0,0,0,0,0,0,0,3,,
534116,"РЕПОСТ⚠️
Диверсанты РФ переодеваются в военную форму в ВСУ, полиции.
Днепр ОПЕРАТИВНЫЙ🚨

ПОДПИСАТЬСЯ | Прислать новость | Инстаграм |

#днепроперативный",0,ukraine_russian,0,0,0,0,0,0,0,3,,
699572,В населенный пункт Иванков на Киевщине зашла российская военная техника.,0,ukraine_russian,0,0,0,0,0,0,0,3,,
772234,"⚡️Практически весь экипаж крейсера ""москва"" погиб, - пресс-секретарь морской охраны пограничной службы Украины Наталья Гуменюк

Российским военным не удалось эвакуировать экипаж затонувшего крейсера ""москва"".

«Попадание привело к детонации боекомплекта – и началась борьба за живучесть. Мы наблюдали, как другие корабли пытались помочь, но даже силы природы были на стороне Украины. Потому что шторм не разрешал провести спокойно спасательную операцию, ни эвакуировать экипаж. Поражение настолько серьезно, что боеспособность корабля потеряна», - сообщила Гуменюк.

📷 Эксклюзивное фото - именно так Байрактар ​​успешно отвлекал внимание орков на ракетном крейсере «Москва».",0,ukraine_russian,1,1,1,1,0,1,1,3,,
812332,"🤬 Рашисти у Маріуполі бомбардують територію «Азовсталі», попри заяву путіна про нібито «наказ не штурмувати» завод. 

Про це повідомляє радник мера Маріуполя Петро Андрющенко. За його словами, також окупанти  влаштували стрілянину в іншому районі міста -  біля трамвайного депо.",0,ukraine_ukrainian,0,1,1,1,1,0,1,3,,
530828,"В Днепре на пр. Мира появилась инсталляция «Убей путина»🥰😍

ОПЕРАТИВНЫЙ | Прислать новость",0,ukraine_russian,0,0.5,0,0,0,0,0,2,,
135686,"Главные заявления Путина по итогам обращения к россиянам:

— считаю необходимым принять уже давно назревшее решение признать суверенитет Донецкой и Луганской республик;

— требуем от тех, кто захватил и удерживал власть в Киеве, незамедлительно прекратить боевые действия;

— США делают из России врага только потому, что им не нужна такая большая страна;

— Конституция Украины не допускает иностранные военные базы, но это обошли — называют базу НАТО миссией;

— вступление Украины в НАТО не сейчас, а чуть позже ничего не меняет для России;

— в случае развёртывания радиолокационного оборудования НАТО на Украине оно может контролировать территорию России;

— основной противник для НАТО — Россия, плацдармом для удара будет служить Украина.

@rt_russian",0,russia,0,0,0,0,0,0,0,3,,
101796,"⚡️СРОЧНО⚡️В Мариуполе погиб замполит Черноморского флота⚡️

Об этом сообщили в Севастополе.

Заместитель командующего Черноморского флота Андрей Палий погиб при освобождении Мариуполя.

В 1993-ем крымский офицер (родившийся в Киеве) Палий отказался давать присягу Украине и перешёл на службу в ряды РФ. Принимал участие в военной операции в Сирии.

@wargonzo",0,russia,0,0,0,0,0,0,0,3,,
627858,"Советник главы ОП Михаил Подоляк о подлости российских войск:

""Девятый день войны. Окружение больших городов. Блокада подвоза продуктов и медикаментов. Стрельба по мирным жителям. Бомбардировка ракетами жилых кварталов. Террористические атаки на АЭС. Отказ от правил ведения войны. Такова правда о РФ"".",0,ukraine_russian,0,0,1,0,0,0,0.5,2,,
778291,"Некрофильские ужасы войны 😶‍🌫️

К нам сегодня приходил
Педонекрозоофил.
Мертвых маленьких зверюшек
Он с собою приносил.

«Оккупанты насилуют детей, стариков и трупы». Особенно трупы! Интересно, трупы только людей, или животные оккупанту тоже по вкусу? 😂 Самое пикантное, что этот отбитый трэшачок опубликовала у себя на фейсбучике какая-то сволонтерша, которая «бережет детские сердечки». Ей бы книжки для детворы писать, хорошо же получается!

И эти фантазии радостно подхватили «плюсы» Коломойского (видать, прилеты на НПЗ в Кременчуге произвели на него неизгладимое впечатление), и прочие инфопомойки, которые теперь единым потоком загружают в головы доверчивых обывателей тонны подобного говна в режиме 24/7. Вот и представьте, что у них творится в головах. 😱

Канал #МОНТЯН! ★ Чатик #МОНТЯН!
­",0,ukraine_russian,0,0,0.5,0.5,0.5,0,0.5,1,,
